Google Place Name,Google Address,Google Place ID,ArcGIS Best Match,Match Score,Matched Street Name
Beverage World Wine & Spirits,"2332 BROWNSBORO RD, LOUISVILLE, KY 40206, USA",ChIJo_WlyEFzaYgRuzeztTNtGAk,"2332 BROWNSBORO RD, LOUISVILLE, KY 40206",77,"2332 BROWNSBORO RD, LOUISVILLE, KY 40206"
"Please & Thank You ""FRANK""","2341 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJZ1Cty0ZzaYgRZmdVfWO_cHI,"2347 FRANKFORT AVE, LOUISVILLE, KY 40206",74,"2347 FRANKFORT AVE, LOUISVILLE, KY 40206"
Kroger Wine & Spirits,"2206 BROWNSBORO RD, LOUISVILLE, KY 40206, USA",ChIJab7wP0BzaYgR0Kfdsq5lGtg,"2200 BROWNSBORO RD, LOUISVILLE, KY 40206",74,"2200 BROWNSBORO RD, LOUISVILLE, KY 40206"
Walgreens,"2368 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJZypyqUZzaYgR015KJeM7f8Y,"2368 FRANKFORT AVE, LOUISVILLE, KY 40206",77,"2368 FRANKFORT AVE, LOUISVILLE, KY 40206"
Frankfort Avenue Liquors &Wine,"2115 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJz49v2xtzaYgRyZDB30av3Kg,"2115 FRANKFORT AVE, LOUISVILLE, KY 40206",77,"2115 FRANKFORT AVE, LOUISVILLE, KY 40206"
Clifton 1st Liquor Shop,"1904 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJcWjrYjxzaYgRTL1Z7eRAfZQ,"1904 FRANKFORT AVE, LOUISVILLE, KY 40206",77,"1904 FRANKFORT AVE, LOUISVILLE, KY 40206"
Adam's Liquors LLC,"2347 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJTc1n2gpzaYgRx6o2hM4IX2A,"2347 FRANKFORT AVE, LOUISVILLE, KY 40206",77,"2347 FRANKFORT AVE, LOUISVILLE, KY 40206"
The Wine Rack,"2632 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJt-TzrFxzaYgR8a36I3CEjas,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206",71,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206"
The Shop: Craft Beer Bar + Bottle Shop,"2708 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJv69_pRZzaYgRzLQnD-HUOY0,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206",71,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206"
Walgreens Pharmacy,"2368 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJU1SyqUZzaYgRdZmJ1tc0Ghc,"2368 FRANKFORT AVE, LOUISVILLE, KY 40206",77,"2368 FRANKFORT AVE, LOUISVILLE, KY 40206"
Kroger Pharmacy,"2200 BROWNSBORO RD, LOUISVILLE, KY 40206, USA",ChIJD6drE0BzaYgReshAoNCEVEk,"2200 BROWNSBORO RD, LOUISVILLE, KY 40206",77,"2200 BROWNSBORO RD, LOUISVILLE, KY 40206"
Rx,"LOUISVILLE, KY 40206, USA",ChIJkxYLDUBzaYgRhsWuWLyT5Lg,"566 S 5TH ST, LOUISVILLE, KY 40202",76,"566 S 5TH ST, LOUISVILLE, KY 40202"
Kayrouz Delicatessen,"3202 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJp8vJIKZ1aYgR1Ezj1da9Y04,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206",74,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206"
Shell,"2912 BROWNSBORO RD, LOUISVILLE, KY 40206, USA",ChIJYRWmYGBzaYgRePdO9-e2yJY,"2912 BROWNSBORO RD, LOUISVILLE, KY 40206",77,"2912 BROWNSBORO RD, LOUISVILLE, KY 40206"
Sunoco Gas,"3420 FRANKFORT AVE, LOUISVILLE, KY 40207, USA",ChIJmR4ro750aYgRPWLT8KLD73M,"3420 FRANKFORT AVE, ST MATTHEWS, KY 40207",76,"3420 FRANKFORT AVE, ST MATTHEWS, KY 40207"
Super Usa / Marathon,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJny-48rx0aYgRnQC-wzmr1cs,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206",77,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206"
Boone’s BP,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206, USA",ChIJcbAkWiR1aYgRuyz8RG0VDjk,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206",77,"3320 FRANKFORT AVE, LOUISVILLE, KY 40206"
EZ Mart,"3420 FRANKFORT AVE, LOUISVILLE, KY 40207, USA",ChIJ9THyfIB1aYgR6XeuQeOjCTM,"3420 FRANKFORT AVE, ST MATTHEWS, KY 40207",76,"3420 FRANKFORT AVE, ST MATTHEWS, KY 40207"
Captain's Cellar,"2915 BROWNSBORO RD, LOUISVILLE, KY 40206, USA",ChIJu32H82BzaYgREUVJ_WrBXLI,"2912 BROWNSBORO RD, LOUISVILLE, KY 40206",74,"2912 BROWNSBORO RD, LOUISVILLE, KY 40206"
Cox's Spirit Shoppe,"296 N HUBBARDS LN, LOUISVILLE, KY 40207, USA",ChIJE8w2qB91aYgRjOf4RRA304Y,"296 N HUBBARDS LN, ST MATTHEWS, KY 40207",75,"296 N HUBBARDS LN, ST MATTHEWS, KY 40207"
Evergreen Liquors,"4232 SHELBYVILLE RD, LOUISVILLE, KY 40207, USA",ChIJeVQrCiR1aYgR_J4tbQt53WU,"14010 SHELBYVILLE RD, 40245",82,"14010 SHELBYVILLE RD, 40245"
Circle K,"4300 SHELBYVILLE RD, LOUISVILLE, KY 40207, USA",ChIJCZwDfSR1aYgRPnGirDTXPmU,"14010 SHELBYVILLE RD, 40245",82,"14010 SHELBYVILLE RD, 40245"
Kroger Fuel Center,"296 N HUBBARDS LN, LOUISVILLE, KY 40207, USA",ChIJT9Fp7xh1aYgRjNE8AfzH0bI,"296 N HUBBARDS LN, ST MATTHEWS, KY 40207",75,"296 N HUBBARDS LN, ST MATTHEWS, KY 40207"
State Liquors,"3786 LEXINGTON RD, LOUISVILLE, KY 40207, USA",ChIJIw0a-MN0aYgRUsD6-c2U36A,"3786 LEXINGTON RD, LOUISVILLE, KY 40207",77,"3786 LEXINGTON RD, LOUISVILLE, KY 40207"
Kroger Liquor Store,"291 N HUBBARDS LN SUITE B49, LOUISVILLE, KY 40207, USA",ChIJu5D5Fxd1aYgRXSfjgvjOYRM,"296 N HUBBARDS LN, ST MATTHEWS, KY 40207",70,"296 N HUBBARDS LN, ST MATTHEWS, KY 40207"
CVS Pharmacy,"4174 WESTPORT RD, LOUISVILLE, KY 40207, USA",ChIJg4rcwh91aYgRL_2PdzDT7Mo,"9240 WESPORT RD, 40242",74,"9240 WESPORT RD, 40242"
Walgreens Pharmacy,"3700 FRANKFORT AVE, LOUISVILLE, KY 40207, USA",ChIJebkOJsF0aYgR5X-Vm2o6blo,"3700 FRANKFORT AVE, ST MATTHEWS, KY 40207",76,"3700 FRANKFORT AVE, ST MATTHEWS, KY 40207"
Walgreens,"4240 SHELBYVILLE RD, LOUISVILLE, KY 40207, USA",ChIJ8dfQdSR1aYgRy_3rkSvm_uM,"14010 SHELBYVILLE RD, 40245",86,"14010 SHELBYVILLE RD, 40245"
CVS,"3721 LEXINGTON RD, LOUISVILLE, KY 40207, USA",ChIJO1M-s8Z0aYgRmxsf6HT3nZ0,"3782 LEXINGTON RD, LOUISVILLE, KY 40207",73,"3782 LEXINGTON RD, LOUISVILLE, KY 40207"
COVID-19 Drive-Thru Testing at Walgreens,"3700 FRANKFORT AVE, LOUISVILLE, KY 40207, USA",ChIJx3TCJcF0aYgRGp60im3WDys,"3700 FRANKFORT AVE, ST MATTHEWS, KY 40207",76,"3700 FRANKFORT AVE, ST MATTHEWS, KY 40207"
Walgreens Pharmacy,"4240 SHELBYVILLE RD, LOUISVILLE, KY 40207, USA",ChIJ92kJciR1aYgRxZN01_nWVvw,"14010 SHELBYVILLE RD, 40245",86,"14010 SHELBYVILLE RD, 40245"
CVS Pharmacy,"3721 LEXINGTON RD, LOUISVILLE, KY 40207, USA",ChIJq20aS8F0aYgRRVBBOldQc2k,"3782 LEXINGTON RD, LOUISVILLE, KY 40207",73,"3782 LEXINGTON RD, LOUISVILLE, KY 40207"
Walgreens,"3700 FRANKFORT AVE, LOUISVILLE, KY 40207, USA",ChIJcTJ328B0aYgRmzxgr6v4Vr0,"3700 FRANKFORT AVE, ST MATTHEWS, KY 40207",76,"3700 FRANKFORT AVE, ST MATTHEWS, KY 40207"
COVID-19 Drive-Thru Testing at Walgreens,"4240 SHELBYVILLE RD, LOUISVILLE, KY 40207, USA",ChIJA7QYlDp1aYgRUHw3Fn-H66w,"14010 SHELBYVILLE RD, 40245",86,"14010 SHELBYVILLE RD, 40245"
Walgreens Photo,"3700 FRANKFORT AVE, LOUISVILLE, KY 40207, USA",ChIJebkOJsF0aYgRuQssv1x8sGE,"3700 FRANKFORT AVE, ST MATTHEWS, KY 40207",76,"3700 FRANKFORT AVE, ST MATTHEWS, KY 40207"
Oxmoor Smoke Shoppe,"7900 SHELBYVILLE RD, LOUISVILLE, KY 40222, USA",ChIJA6_bV1p1aYgRDSSNiQda628,"9409 SHELBYVILLE RD, LYNDON, KY 40222",77,"9409 SHELBYVILLE RD, LYNDON, KY 40222"
Thorntons,"7515 SHELBYVILLE RD, LOUISVILLE, KY 40222, USA",ChIJtz8CvUR1aYgRzkGd_k1gnnE,"7515 SHELBYVILLE RD, NORWOOD, KY 40222",82,"7515 SHELBYVILLE RD, NORWOOD, KY 40222"
Thorntons,"7515 SHELBYVILLE RD, LOUISVILLE, KY 40222, USA",ChIJ6Rr5vER1aYgRmKk6EhhVluo,"7515 SHELBYVILLE RD, NORWOOD, KY 40222",82,"7515 SHELBYVILLE RD, NORWOOD, KY 40222"
Thorntons,"4500 SHELBYVILLE RD, LOUISVILLE, KY 40207, USA",ChIJBSDBriR1aYgRM0-6nU0RZAM,"14010 SHELBYVILLE RD, 40245",82,"14010 SHELBYVILLE RD, 40245"
bp,"7401 NEW LA GRANGE RD, LOUISVILLE, KY 40222, USA",ChIJ5bz8vkN1aYgRRIvXATPxOlQ,"8062 NEW LAGRANGE RD, 40222",79,"8062 NEW LAGRANGE RD, 40222"
Trader Joe's,"4600 SHELBYVILLE RD #111, LOUISVILLE, KY 40207, USA",ChIJs9UcCTt1aYgRK-irX8qpnbs,"11517 SHELBYVILLE ROAD, 40243",81,"11517 SHELBYVILLE ROAD, 40243"
Liquor World,"808 LYNDON LN #101, LOUISVILLE, KY 40222, USA",ChIJM8eRemR1aYgRQBveEJaAKL0,"808 LYNDON LN, LYNDON, KY 40222",73,"808 LYNDON LN, LYNDON, KY 40222"
Trader Joe's Wine,"4600 SHELBYVILLE RD STE 112 STE 112, LOUISVILLE, KY 40207, USA",ChIJYccXbzt1aYgR1jqNRK10aiU,"4500 SHELBYVILLE RD, ST MATTHEWS, KY 40207",67,"4500 SHELBYVILLE RD, ST MATTHEWS, KY 40207"
Bourbon Creek Louisville,"7900 SHELBYVILLE RD STE B05, LOUISVILLE, KY 40222, USA",ChIJn_wjnDZ1aYgRHvZU6-4Qf2Y,"14010 SHELBYVILLE RD, 40245",71,"14010 SHELBYVILLE RD, 40245"
Smoke Town,"9814 LINN STATION RD, LOUISVILLE, KY 40223, USA",ChIJYVVU8LahaYgRY7nvO4L1Enw,"9814 LINN STATION RD, JEFFERSONTOWN, KY 40223",75,"9814 LINN STATION RD, JEFFERSONTOWN, KY 40223"
Shop Today 2 Smoke Shop,"1850 S HURSTBOURNE PKWY #162, LOUISVILLE, KY 40220, USA",ChIJTbhK-BagaYgRAQzU4O_5NuE,"1850 S HURSTBOURNE PKY, 162, HURSTBOURNE ACRES, KY 40220",74,"1850 S HURSTBOURNE PKY, 162, HURSTBOURNE ACRES, KY 40220"
popular smoke & vape,"1969 S HURSTBOURNE PKWY, LOUISVILLE, KY 40220, USA",ChIJTTR3seWhaYgRxrvga3-PfCs,"1969 S HURSTBOURNE PKY, FOREST HILLS, KY 40220",77,"1969 S HURSTBOURNE PKY, FOREST HILLS, KY 40220"
Triangle Smoke Shop,"119 S HURSTBOURNE PKWY STE 106, LOUISVILLE, KY 40222, USA",ChIJ4XUVjyCfaYgR44YltRGj8eU,"119 S HURSTBOURNE PKY, LOUISVILLE, KY 40222",73,"119 S HURSTBOURNE PKY, LOUISVILLE, KY 40222"
Liquor Barn,"1850 S HURSTBOURNE PKWY, LOUISVILLE, KY 40220, USA",ChIJTbhK-BagaYgRl7sS7CI3n3A,"1925 S HURSTBOURNE PKY, FOREST HILLS, KY 40220",71,"1925 S HURSTBOURNE PKY, FOREST HILLS, KY 40220"
Speedway,"9416 SHELBYVILLE RD, LOUISVILLE, KY 40222, USA",ChIJYalJLJKfaYgRdiZIJqpEd2A,"9416 SHELBYVILLE RD, LOUISVILLE, KY 40222",78,"9416 SHELBYVILLE RD, LOUISVILLE, KY 40222"
Circle K,"1330 S HURSTBOURNE PKWY, LOUISVILLE, KY 40222, USA",ChIJB8Jo3COgaYgRLPK5CqPDu0I,"1330 S HURSTBOURNE PKY, HURSTBOURNE, KY 40222",78,"1330 S HURSTBOURNE PKY, HURSTBOURNE, KY 40222"
Speedway,"4547 TAYLORSVILLE RD, LOUISVILLE, KY 40220, USA",ChIJR-aFVQmgaYgRJii5S-ZWTAs,"9909 TAYLORSVILLE ROAD, 40299",74,"9909 TAYLORSVILLE ROAD, 40299"
Thorntons,"1335 S HURSTBOURNE PKWY, LOUISVILLE, KY 40222, USA",ChIJR85ndyOgaYgRZNQ8uMTxVOA,"1335 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40222",76,"1335 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40222"
Speedy Mart,"1620 S HURSTBOURNE PKWY, LOUISVILLE, KY 40220, USA",ChIJW6Z_Ij2gaYgRBghzJiKWAU0,"1620 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40220",76,"1620 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40220"
Shell,"1330 S HURSTBOURNE PKWY, LOUISVILLE, KY 40222, USA",ChIJ88xJpiOgaYgRPgtx99ZobQA,"1330 S HURSTBOURNE PKY, HURSTBOURNE, KY 40222",78,"1330 S HURSTBOURNE PKY, HURSTBOURNE, KY 40222"
Hurstbourne Food Mart,"1620 S HURSTBOURNE PKWY, LOUISVILLE, KY 40220, USA",ChIJze4cFj2gaYgRGu_jUNvShPw,"1620 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40220",76,"1620 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40220"
Marathon,"1620 S HURSTBOURNE PKWY, LOUISVILLE, KY 40220, USA",ChIJJ6csFj2gaYgRDz5iWJjBVlI,"1620 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40220",76,"1620 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40220"
Marathon,"4548 TAYLORSVILLE RD, LOUISVILLE, KY 40220, USA",ChIJs0D65AugaYgRdXABrIkSgA8,"4548 TAYLORSVILLE RD, JEFFERSONTOWN, KY 40220",75,"4548 TAYLORSVILLE RD, JEFFERSONTOWN, KY 40220"
Kroger Fuel Center,"9812 LINN STATION RD, LOUISVILLE, KY 40223, USA",ChIJ069ueiSgaYgRcsVtFNO0o-w,"9812 LINN STATION RD, JEFFERSONTOWN, KY 40223",75,"9812 LINN STATION RD, JEFFERSONTOWN, KY 40223"
Kroger Fuel Center,"9080 TAYLORSVILLE RD, LOUISVILLE, KY 40299, USA",ChIJZ2TdVW2gaYgRaUlEnHhf3YM,"9909 TAYLORSVILLE ROAD, 40299",89,"9909 TAYLORSVILLE ROAD, 40299"
ChargePoint Charging Station,"5 AUTOCENTER DR, LOUISVILLE, KY 40299, USA",ChIJLflMlz6gaYgRLu7JzKa8ffY,"5502 BILLTOWN RD, 40299",60,"5502 BILLTOWN RD, 40299"
Five Points Food Mart,"4548 TAYLORSVILLE RD, LOUISVILLE, KY 40220, USA",ChIJQ-Cn4wugaYgRbBdP-zhnjeQ,"4548 TAYLORSVILLE RD, JEFFERSONTOWN, KY 40220",75,"4548 TAYLORSVILLE RD, JEFFERSONTOWN, KY 40220"
375 Park Avenue Spirits,"10101 LINN STATION RD, LOUISVILLE, KY 40223, USA",ChIJMWaT0NKhaYgR6Btky_gZHVo,"9814 LINN STATION RD, JEFFERSONTOWN, KY 40223",60,"9814 LINN STATION RD, JEFFERSONTOWN, KY 40223"
Liquor Store LLC,"1925 S HURSTBOURNE PKWY, LOUISVILLE, KY 40220, USA",ChIJv2SLfrmhaYgRYU_pSRzysFI,"1925 S HURSTBOURNE PKY, FOREST HILLS, KY 40220",77,"1925 S HURSTBOURNE PKY, FOREST HILLS, KY 40220"
Kroger Liquor Store,"9812 1/2, LINN STATION RD, LOUISVILLE, KY 40223, USA",ChIJ6-V4qaGhaYgRaXxUIuck8QU,"9812 LINN STATION RD, JEFFERSONTOWN, KY 40223",71,"9812 LINN STATION RD, JEFFERSONTOWN, KY 40223"
Kroger,"9812 LINN STATION RD, LOUISVILLE, KY 40223, USA",ChIJ5aEs4IsMaYgRYt_O5o-3nvo,"9812 LINN STATION RD, JEFFERSONTOWN, KY 40223",75,"9812 LINN STATION RD, JEFFERSONTOWN, KY 40223"
Kroger Marketplace,"9080 TAYLORSVILLE RD, LOUISVILLE, KY 40299, USA",ChIJifKXi_yiaYgRu0ZTSl1g23Q,"9909 TAYLORSVILLE ROAD, 40299",89,"9909 TAYLORSVILLE ROAD, 40299"
CVS Pharmacy,"4640 TAYLORSVILLE RD, LOUISVILLE, KY 40220, USA",ChIJ3b8U_wygaYgRmA2HMteUSNo,"9909 TAYLORSVILLE ROAD, 40299",78,"9909 TAYLORSVILLE ROAD, 40299"
Walgreens Pharmacy,"9409 SHELBYVILLE RD STE 10, LOUISVILLE, KY 40222, USA",ChIJA813tpOfaYgRhjBlvgL_lsI,"14010 SHELBYVILLE RD, 40245",76,"14010 SHELBYVILLE RD, 40245"
GeriMed,"9707 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJB2fb45CfaYgR2YZJCXlQUMk,"14010 SHELBYVILLE RD, 40245",75,"14010 SHELBYVILLE RD, 40245"
Kroger Pharmacy,"9080 TAYLORSVILLE RD, LOUISVILLE, KY 40299, USA",ChIJPzlgOkyfaYgR4Na0vnzqyKQ,"9909 TAYLORSVILLE ROAD, 40299",89,"9909 TAYLORSVILLE ROAD, 40299"
Walgreens Pharmacy,"2360 STONY BROOK DR, LOUISVILLE, KY 40220, USA",ChIJT02M9nSgaYgRzQON8P53BMA,"2360 STONY BROOK DR, JEFFERSONTOWN, KY 40220",75,"2360 STONY BROOK DR, JEFFERSONTOWN, KY 40220"
Kroger Pharmacy,"9812 LINN STATION RD, LOUISVILLE, KY 40223, USA",ChIJ0Vb4RySgaYgRxL0mdfoNN5s,"9812 LINN STATION RD, JEFFERSONTOWN, KY 40223",75,"9812 LINN STATION RD, JEFFERSONTOWN, KY 40223"
COVID-19 Drive-Thru Testing at Walgreens,"9409 SHELBYVILLE RD, LOUISVILLE, KY 40222, USA",ChIJAZd-mUSfaYgR-nycjPTKVJQ,"9409 SHELBYVILLE RD, LYNDON, KY 40222",83,"9409 SHELBYVILLE RD, LYNDON, KY 40222"
Walgreens,"2360 STONY BROOK DR, LOUISVILLE, KY 40220, USA",ChIJr_xx9HSgaYgR5ZrM_dlB5jE,"2360 STONY BROOK DR, JEFFERSONTOWN, KY 40220",75,"2360 STONY BROOK DR, JEFFERSONTOWN, KY 40220"
COVID-19 Drive-Thru Testing at Walgreens,"2360 STONY BROOK DR, LOUISVILLE, KY 40220, USA",ChIJAQCQ9nSgaYgRqqFDE8R1byY,"2360 STONY BROOK DR, JEFFERSONTOWN, KY 40220",75,"2360 STONY BROOK DR, JEFFERSONTOWN, KY 40220"
Trippy's Smoke Shop,"11801 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJm5_Gf0GfaYgRD60PLJN8pl0,"11517 SHELBYVILLE ROAD, 40243",89,"11517 SHELBYVILLE ROAD, 40243"
Shelby Smoke Shop,"10426 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJA2geG52faYgRnXC7ZjHddyE,"14010 SHELBYVILLE RD, 40245",81,"14010 SHELBYVILLE RD, 40245"
Cox's Spirit Shoppe,"12610 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJg-4MqE2faYgRRtvRCuLzdss,"14010 SHELBYVILLE RD, 40245",88,"14010 SHELBYVILLE RD, 40245"
Speedway,"1830 BLANKENBAKER PKWY, LOUISVILLE, KY 40299, USA",ChIJAeuKP-qhaYgRUJwypZ4vP-Q,"1830 BLANKENBAKER PKY, JEFFERSONTOWN, KY 40299",75,"1830 BLANKENBAKER PKY, JEFFERSONTOWN, KY 40299"
Circle K,"11721 GATEWORTH WAY, LOUISVILLE, KY 40299, USA",ChIJtXBV9t2haYgRolgKvHxCcvk,"11721 GATEWORTH WAY, MIDDLETOWN, KY 40299",78,"11721 GATEWORTH WAY, MIDDLETOWN, KY 40299"
Thorntons,"1804 BLANKENBAKER PKWY, LOUISVILLE, KY 40299, USA",ChIJZYcBHOqhaYgRZPpJ_2AkMl0,"1804 BLANKENBAKER PKY, JEFFERSONTOWN, KY 40299",75,"1804 BLANKENBAKER PKY, JEFFERSONTOWN, KY 40299"
BP -Shelbyville RD,"10600 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJsVp0CnefaYgRTakTYCeAqoQ,"14010 SHELBYVILLE RD, 40245",85,"14010 SHELBYVILLE RD, 40245"
Dongar,"10600 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJiVZmpHefaYgROCP8Ricjnbo,"14010 SHELBYVILLE RD, 40245",85,"14010 SHELBYVILLE RD, 40245"
FiveStar,"11550 BLUEGRASS PKWY, LOUISVILLE, KY 40299, USA",ChIJZba2CcKhaYgRXeLbMdYC8dU,"11550 BLUEGRASS PKY, JEFFERSONTOWN, KY 40299",74,"11550 BLUEGRASS PKY, JEFFERSONTOWN, KY 40299"
M&s Foodmart 2020,"11550 BLUEGRASS PKWY, LOUISVILLE, KY 40299, USA",ChIJPR3d_-mhaYgR8oJ4bltDrNs,"11550 BLUEGRASS PKY, JEFFERSONTOWN, KY 40299",74,"11550 BLUEGRASS PKY, JEFFERSONTOWN, KY 40299"
CVS,"10490 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJSSp8v3efaYgRPszOIBsIjmg,"14010 SHELBYVILLE RD, 40245",85,"14010 SHELBYVILLE RD, 40245"
Dollar Tree,"11820 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJrfauYUGfaYgRYm1jd8-6kIo,"14010 SHELBYVILLE RD, 40245",88,"14010 SHELBYVILLE RD, 40245"
Liquor World,"719 SPECKMAN RD, LOUISVILLE, KY 40243, USA",ChIJ19F5XxChaYgRm-ATQ_d_Jm8,"719 SPECKMAN RD, MIDDLETOWN, KY 40243",75,"719 SPECKMAN RD, MIDDLETOWN, KY 40243"
Mahant Stonefield,"10402 SHELBYVILLE RD #7, LOUISVILLE, KY 40223, USA",ChIJGwMFMoKfaYgROrZx6awdylE,"14010 SHELBYVILLE RD, 40245",81,"14010 SHELBYVILLE RD, 40245"
Option Care Health,"11403 BLUEGRASS PKWY #400, LOUISVILLE, KY 40299, USA",ChIJ7-v_VNuhaYgRyq0aQCfXqc4,"11550 BLUEGRASS PKY, JEFFERSONTOWN, KY 40299",64,"11550 BLUEGRASS PKY, JEFFERSONTOWN, KY 40299"
CVS Pharmacy,"10490 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJg4L4wXefaYgRPfhF3l_Y0QM,"14010 SHELBYVILLE RD, 40245",85,"14010 SHELBYVILLE RD, 40245"
Middletown Pharmacy & Wellness,"11601 SHELBYVILLE RD SUITE A, LOUISVILLE, KY 40243, USA",ChIJJ86lYOmfaYgRYYcnDhS6xEQ,"14010 SHELBYVILLE RD, 40245",77,"14010 SHELBYVILLE RD, 40245"
Compound Care Pharmacy,"12121 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJJa7W0UifaYgR6P2lCR7e4C8,"11517 SHELBYVILLE ROAD, 40243",89,"11517 SHELBYVILLE ROAD, 40243"
Pharmacy Alternatives LLC,"11401 BLUEGRASS PKWY, LOUISVILLE, KY 40299, USA",ChIJJ1wtxC-gaYgRrhOjAIp9Wl4,"11550 BLUEGRASS PKY, JEFFERSONTOWN, KY 40299",68,"11550 BLUEGRASS PKY, JEFFERSONTOWN, KY 40299"
Medical Care Pharmacy LLC,"11420 WATTERSON CT STE 600, LOUISVILLE, KY 40299, USA",ChIJEWQopsmhaYgRekQL78cqOpM,"8300 WATTERSON TRL, LOUISVILLE, KY 40299",63,"8300 WATTERSON TRL, LOUISVILLE, KY 40299"
Keller Patrick,"12101 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJP-rFPEafaYgROk8Tih8v3_U,"11517 SHELBYVILLE ROAD, 40243",89,"11517 SHELBYVILLE ROAD, 40243"
Encore Vapes & Smokes,"13210 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJ8_rDuCCZaYgRd7P7ZtX2-DE,"14010 SHELBYVILLE RD, 40245",85,"14010 SHELBYVILLE RD, 40245"
Liquor Barn,"13401 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJO6RzWbuYaYgRD_IvcsxczIk,"14010 SHELBYVILLE RD, 40245",88,"14010 SHELBYVILLE RD, 40245"
Target,"12975 SHELBYVILLE RD STE 100, LOUISVILLE, KY 40243, USA",ChIJ3cA4QrCYaYgRzHxSw1h4ryU,"14010 SHELBYVILLE RD, 40245",77,"14010 SHELBYVILLE RD, 40245"
Thorntons,"14101 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJszsFFYWYaYgRn3IABOMvd6Q,"14010 SHELBYVILLE RD, 40245",96,"14010 SHELBYVILLE RD, 40245"
Thorntons,"13314 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJtUYux7qYaYgRJ6mouxQ9XKg,"14010 SHELBYVILLE RD, 40245",81,"14010 SHELBYVILLE RD, 40245"
Thorntons,"14101 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJl2qp2k2ZaYgRWrSo61pGJyE,"14010 SHELBYVILLE RD, 40245",96,"14010 SHELBYVILLE RD, 40245"
Shell,"14010 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJ_Qi01pqYaYgRpOOuQFOMylc,"14010 SHELBYVILLE RD, 40245",100,"14010 SHELBYVILLE RD, 40245"
Crossroads IGA,"14010 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJA2FA1JqYaYgRDB8WJ4ATkEw,"14010 SHELBYVILLE RD, 40245",100,"14010 SHELBYVILLE RD, 40245"
Walgreens,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245, USA",ChIJU3nS4JmYaYgRHgaLGbxpAtU,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245",80,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245"
Shelby Station Beverage Shoppe,"14051 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJI5UlipqYaYgR03HbD8KP-eA,"14010 SHELBYVILLE RD, 40245",96,"14010 SHELBYVILLE RD, 40245"
CVS,"13900 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJ-0bMFpqYaYgRb_I-rXwvKlU,"14010 SHELBYVILLE RD, 40245",92,"14010 SHELBYVILLE RD, 40245"
