Google Place Name,Google Address,Google Place ID,ArcGIS Best Match,Match Score,Matched Street Name
Kroger Liquor Store,"12607 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJJT2F7yifaYgR0aX0TmstE70,"14010 SHELBYVILLE RD, 40245",85,"14010 SHELBYVILLE RD, 40245"
Walgreens Pharmacy,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245, USA",ChIJL7w355mYaYgRt07A4N_R9R0,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245",80,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245"
CVS Pharmacy,"12975 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJ3cA4QrCYaYgRFDHJtBN1qpU,"11517 SHELBYVILLE ROAD, 40243",85,"11517 SHELBYVILLE ROAD, 40243"
Triple Crown Pharmacy,"13332 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJT-OP2xuZaYgRxyqPkHdP9HY,"11517 SHELBYVILLE ROAD, 40243",78,"11517 SHELBYVILLE ROAD, 40243"
CVS Pharmacy,"13900 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJ-0bMFpqYaYgRnt-QTZUXToE,"14010 SHELBYVILLE RD, 40245",92,"14010 SHELBYVILLE RD, 40245"
COVID-19 Drive-Thru Testing at Walgreens,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245, USA",ChIJpWNc55mYaYgRloyHWLrn4FI,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245",80,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245"
Anchorage Middletown Fire and EMS - Station 35,"16010 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJNeqdBNuZaYgReWFqJSpr8Hk,"14010 SHELBYVILLE RD, 40245",96,"14010 SHELBYVILLE RD, 40245"
Midtown Liquor & Wine,"105 JOHNSON RD, LOUISVILLE, KY 40245, USA",ChIJ5V5NBwyYaYgRyOesyxv3vnw,"105 JOHNSON RD, LOUISVILLE, KY 40245",74,"105 JOHNSON RD, LOUISVILLE, KY 40245"
Chevron Products Company.,"LOUISVILLE, KY 40211, USA",ChIJv5P-f0QTaYgRfiNScPWuFug,"411 S 2ND ST, LOUISVILLE, KY 40202",76,"411 S 2ND ST, LOUISVILLE, KY 40202"
Marathon-Algonquin Pkwy,"4510 ALGONQUIN PKWY, LOUISVILLE, KY 40211, USA",ChIJpRyI7kcTaYgRTF7nh1t9_lY,"703 ALGONQUIN PKY, LOUISVILLE, KY 40208",61,"703 ALGONQUIN PKY, LOUISVILLE, KY 40208"
Valero,"3300 ALGONQUIN PKWY, LOUISVILLE, KY 40211, USA",ChIJiZDc_CATaYgR8iZUp9IyKoU,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211",76,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211"
DG Market,"3517 CANE RUN RD, LOUISVILLE, KY 40211, USA",ChIJFyIauSETaYgRRjE8Pkm4PjI,"4350 CANE RUN RD,",79,"4350 CANE RUN RD,"
B G Sales,"3612 CANE RUN RD, LOUISVILLE, KY 40211, USA",ChIJ5TtwrBgTaYgR3kF_8DvgBN0,"4350 CANE RUN RD,",74,"4350 CANE RUN RD,"
Top Notch,"3300 ALGONQUIN PKWY, LOUISVILLE, KY 40211, USA",ChIJYZDc_CATaYgRBAWvIcxuXCs,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211",76,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211"
Arcoaire,"LOUISVILLE, KY 40216, USA",ChIJY6b8UxATaYgRkWhXnhO13FA,"5620 S 3RD ST, LOUISVILLE, KY 40214",75,"5620 S 3RD ST, LOUISVILLE, KY 40214"
One Stop Food Mart,"3300 ALGONQUIN PKWY, LOUISVILLE, KY 40211, USA",ChIJYZDc_CATaYgR5UrYh1IO-6k,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211",76,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211"
Family Dollar,"3036 WILSON AVE, LOUISVILLE, KY 40211, USA",ChIJGfGKvtgSaYgR_l1OoiJBLuA,"3036 WILSON AVE, LOUISVILLE, KY 40211",75,"3036 WILSON AVE, LOUISVILLE, KY 40211"
Go puff west,"3330 COMMERCE CENTER PL, LOUISVILLE, KY 40216, USA",ChIJoSyzXMcTaYgRYFKtIAQY7YI,"3330 COMMERCE CENTER PL, LOUISVILLE, KY 40211",78,"3330 COMMERCE CENTER PL, LOUISVILLE, KY 40211"
Red Dog Liquors,"2930 WILSON AVE, LOUISVILLE, KY 40211, USA",ChIJsV_Q79kSaYgRmt9yanGvFsI,"2930 WILSON AVE, LOUISVILLE, KY 40211",75,"2930 WILSON AVE, LOUISVILLE, KY 40211"
Golden Liquor,"3606 CANE RUN RD, LOUISVILLE, KY 40211, USA",ChIJDeYo_yETaYgRdl7jxVCnu9s,"3606 CANE RUN RD, LOUISVILLE, KY 40211",76,"3606 CANE RUN RD, LOUISVILLE, KY 40211"
Park Duvalle Community Health Center Inc,"3015 WILSON AVE, LOUISVILLE, KY 40211, USA",ChIJS_wPo9gSaYgRLEjI2Mv0GDI,"2930 WILSON AVE, LOUISVILLE, KY 40211",68,"2930 WILSON AVE, LOUISVILLE, KY 40211"
Jbees Smoke & Vape,"1102 ALGONQUIN PKWY, LOUISVILLE, KY 40208, USA",ChIJF2lHxpkTaYgRefz_RAbdvRA,"1102 ALGONQUIN PKY, LOUISVILLE, KY 40208",76,"1102 ALGONQUIN PKY, LOUISVILLE, KY 40208"
Thorntons,"2000 7TH STREET RD, LOUISVILLE, KY 40208, USA",ChIJQQLGB1cSaYgRsqjCQNlAWhM,"2000 7TH STREET RD, LOUISVILLE, KY 40208",77,"2000 7TH STREET RD, LOUISVILLE, KY 40208"
Thorntons,"1501 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ8zY6WMYSaYgR4TyCZRibVfc,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Krispy Krunchy Chicken,"1100 ALGONQUIN PKWY, LOUISVILLE, KY 40208, USA",ChIJgUFrQ4oTaYgRFoMEO7xgfAc,"1100 ALGONQUIN PKY, LOUISVILLE, KY 40208",76,"1100 ALGONQUIN PKY, LOUISVILLE, KY 40208"
Marathon Gas,"2133 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJySh36OkSaYgRmEbym1h8u9A,"2133 DIXIE HWY, LOUISVILLE, KY 40210",74,"2133 DIXIE HWY, LOUISVILLE, KY 40210"
Shorty's Food Mart,"2133 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJRdyw5-kSaYgRs9x6m9RrsPg,"2133 DIXIE HWY, LOUISVILLE, KY 40210",74,"2133 DIXIE HWY, LOUISVILLE, KY 40210"
Jordan Food Mart Of Louisville,"1203 W HILL ST, LOUISVILLE, KY 40210, USA",ChIJBelBHqUSaYgRxHc-O9XhFbU,"1233 W HILL ST, LOUISVILLE, KY 40210",70,"1233 W HILL ST, LOUISVILLE, KY 40210"
EZ Food Mart,"1100 ALGONQUIN PKWY, LOUISVILLE, KY 40208, USA",ChIJmZ9l3JsSaYgRBrlfnETJkD8,"1100 ALGONQUIN PKY, LOUISVILLE, KY 40208",76,"1100 ALGONQUIN PKY, LOUISVILLE, KY 40208"
Anns Stop N Go Llc Mini mart,"1505 S 25TH ST, LOUISVILLE, KY 40210, USA",ChIJ82YXNsUSaYgRQcIfj4XS9a0,"1029 S 26TH ST, LOUISVILLE, KY 40210",63,"1029 S 26TH ST, LOUISVILLE, KY 40210"
7th Street Food Mart,"2517 7TH STREET RD, LOUISVILLE, KY 40208, USA",ChIJzQg7vlgTaYgRb46YIVJDz9c,"2105 7TH STREET RD, LOUISVILLE, KY 40208",71,"2105 7TH STREET RD, LOUISVILLE, KY 40208"
12th & Hill Mart,"1201 W HILL ST, LOUISVILLE, KY 40210, USA",ChIJm4VoHqUSaYgRDbevviKdzAI,"1233 W HILL ST, LOUISVILLE, KY 40210",67,"1233 W HILL ST, LOUISVILLE, KY 40210"
JJ Foodmart LLC,"1612 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJEd7KbgATaYgR4A-iquHcGko,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
The Hat Don,"1800 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJixohmjATaYgR4cfh3c8x_ao,"1800 W OAK ST, LOUISVILLE, KY 40210",73,"1800 W OAK ST, LOUISVILLE, KY 40210"
Dailymart,"1320 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJK1rJwckSaYgRM1KTu7OoFRI,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Greenwood Grocery,"1636 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJ1fPQhbYTaYgRIiXXduezd1g,"1805 W OAK ST, LOUISVILLE, KY 40210",62,"1805 W OAK ST, LOUISVILLE, KY 40210"
Moie's,"1636 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJUf-RErQSaYgRX_qJlBx3uq8,"1805 W OAK ST, LOUISVILLE, KY 40210",62,"1805 W OAK ST, LOUISVILLE, KY 40210"
Dollar General,"1201 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ9VeY8rUSaYgRwSPlr5brdCg,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Farm Boy,"1200 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ5bIWDMoSaYgRNMGCpzI6bKc,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Ali's Food Mart,"1444 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJNcHEM8YSaYgRIHDqiOGWAhY,"10986 DIXIE HWY, 40272",73,"10986 DIXIE HWY, 40272"
Save A Lot,"1804 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJIwca4MMSaYgRezATCCM7AXM,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Goose Liquors,"2105 7TH STREET RD, LOUISVILLE, KY 40208, USA",ChIJbY7l5ZcSaYgR8EuJRXt-RUc,"2105 7TH STREET RD, LOUISVILLE, KY 40208",77,"2105 7TH STREET RD, LOUISVILLE, KY 40208"
Big Time Liquors,"2412 DIXIE HWY, LOUISVILLE, KY 40216, USA",ChIJd_vvS-8SaYgRgZV7LJz-p-E,"2412 DIXIE HWY, LOUISVILLE, KY 40216",74,"2412 DIXIE HWY, LOUISVILLE, KY 40216"
Liquor Zone W. Hill St.,"1233 W HILL ST, LOUISVILLE, KY 40210, USA",ChIJX4UOKaUSaYgRJWnJzHAj5qU,"1233 W HILL ST, LOUISVILLE, KY 40210",74,"1233 W HILL ST, LOUISVILLE, KY 40210"
Oakwood Liquor,"1502 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJLRGyPrISaYgRJ3jwpQ_r_HA,"1500 W OAK ST, LOUISVILLE, KY 40210",69,"1500 W OAK ST, LOUISVILLE, KY 40210"
Goody Goody Liquors,"1805 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJndCRdcoSaYgRQmpVi2gM1CE,"1805 W OAK ST, LOUISVILLE, KY 40210",73,"1805 W OAK ST, LOUISVILLE, KY 40210"
Dixi Hwy liqour store,"1420 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJt1L3wPQTaYgRqTeUyAFQVVQ,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
White Owl Liquors,"1318 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJZz5A6MkSaYgRPwUwK3sMOIQ,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
block this information,"1442 S 22ND ST, LOUISVILLE, KY 40210, USA",ChIJU7ytrcgSaYgR5LCzOcZsgy0,"1442 S 22ND ST, LOUISVILLE, KY 40210",74,"1442 S 22ND ST, LOUISVILLE, KY 40210"
Oya Liquor Inc,"2135 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ3WA8wukSaYgRNK4IeJQSG2Q,"2135 DIXIE HWY, LOUISVILLE, KY 40210",74,"2135 DIXIE HWY, LOUISVILLE, KY 40210"
Walgreens Pharmacy,"1475 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJr59hrccSaYgRWjhWuRMbfa8,"1475 DIXIE HWY, LOUISVILLE, KY 40210",74,"1475 DIXIE HWY, LOUISVILLE, KY 40210"
Walgreens,"1475 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJkyzvTsYSaYgRW6ttwDsVpyc,"1475 DIXIE HWY, LOUISVILLE, KY 40210",74,"1475 DIXIE HWY, LOUISVILLE, KY 40210"
COVID-19 Drive-Thru Testing at Walgreens,"1475 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ5Ust6PQTaYgR5UxSjWpUc-I,"1475 DIXIE HWY, LOUISVILLE, KY 40210",74,"1475 DIXIE HWY, LOUISVILLE, KY 40210"
Blaze Smoke Shop,"2221 CRITTENDEN DR, LOUISVILLE, KY 40217, USA",ChIJxVxwWwANaYgR_mThJzrt3bs,"2704 CRITTENDEN DR, LOUISVILLE, KY 40209",61,"2704 CRITTENDEN DR, LOUISVILLE, KY 40209"
Elevated 502,"1157 S 2ND ST, LOUISVILLE, KY 40203, USA",ChIJS6eKlW4LaYgRfpwYkR6Wkhk,"1397 S 2ND ST, LOUISVILLE, KY 40208",62,"1397 S 2ND ST, LOUISVILLE, KY 40208"
Blaze Smoke Shop,"2221 CRITTENDEN DR, LOUISVILLE, KY 40217, USA",ChIJE_lv0PUNaYgRmYnEm8Ukb3E,"2704 CRITTENDEN DR, LOUISVILLE, KY 40209",61,"2704 CRITTENDEN DR, LOUISVILLE, KY 40209"
Cox's Smokers Outlet Downtown,"346 E LEE ST, LOUISVILLE, KY 40208, USA",ChIJl2qH0EMNaYgRXtraFJ63HkQ,"346 E LEE ST, LOUISVILLE, KY 40208",72,"346 E LEE ST, LOUISVILLE, KY 40208"
ALI BABA LIQUOR & SMOKE,"1481 S 7TH ST, LOUISVILLE, KY 40208, USA",ChIJY9zSCKcSaYgRvnpT0FOR2qw,"1481 S 7TH ST, LOUISVILLE, KY 40208",73,"1481 S 7TH ST, LOUISVILLE, KY 40208"
5 Brothers Grocery & Smokeshop,"1159 S 4TH ST, LOUISVILLE, KY 40203, USA",ChIJp1PL3VMNaYgRJWrDqHrClQ4,"1159 S 4TH ST, LOUISVILLE, KY 40203",73,"1159 S 4TH ST, LOUISVILLE, KY 40203"
Speedway,"2210 ARTHUR ST, LOUISVILLE, KY 40208, USA",ChIJtdFePWkNaYgRpXQvCkvyLfI,"2210 ARTHUR ST, LOUISVILLE, KY 40208",74,"2210 ARTHUR ST, LOUISVILLE, KY 40208"
Circle K,"1630 ARTHUR ST, LOUISVILLE, KY 40208, USA",ChIJpyHk3EMNaYgRcedTx6Q4oOM,"1630 ARTHUR ST, LOUISVILLE, KY 40208",74,"1630 ARTHUR ST, LOUISVILLE, KY 40208"
Valero gas station+,"1123 S FLOYD ST, LOUISVILLE, KY 40203, USA",ChIJk7z4wrcNaYgRfILAPWvveYA,"1123 S FLOYD ST, LOUISVILLE, KY 40203",75,"1123 S FLOYD ST, LOUISVILLE, KY 40203"
Shell,"1630 ARTHUR ST, LOUISVILLE, KY 40208, USA",ChIJe8W13UMNaYgRXHl2btUtpyw,"1630 ARTHUR ST, LOUISVILLE, KY 40208",74,"1630 ARTHUR ST, LOUISVILLE, KY 40208"
Valero,"309 E ST CATHERINE ST, LOUISVILLE, KY 40203, USA",ChIJwd--hUsNaYgRgNi7hQg94Zk,"309 E ST CATHERINE ST, LOUISVILLE, KY 40203",79,"309 E ST CATHERINE ST, LOUISVILLE, KY 40203"
Floyd Mart,"1123 S FLOYD ST, LOUISVILLE, KY 40203, USA",ChIJU-Vr9UsNaYgRiQjPrUqaZFI,"1123 S FLOYD ST, LOUISVILLE, KY 40203",75,"1123 S FLOYD ST, LOUISVILLE, KY 40203"
Marathon Gas,"1480 S 7TH ST, LOUISVILLE, KY 40208, USA",ChIJs_G-CKcSaYgR2x-8u6xM46U,"1480 S 7TH ST, LOUISVILLE, KY 40208",73,"1480 S 7TH ST, LOUISVILLE, KY 40208"
Rockers Floyd convenience store,"1123 S FLOYD ST, LOUISVILLE, KY 40203, USA",ChIJ1y0SBQANaYgRBkAKksrqFbU,"1123 S FLOYD ST, LOUISVILLE, KY 40203",75,"1123 S FLOYD ST, LOUISVILLE, KY 40203"
4th & Cardinal Food Mart,"1927 S 4TH ST, LOUISVILLE, KY 40208, USA",ChIJA3stPl4NaYgRo_n81Hr3WqY,"1927 S 4TH ST, LOUISVILLE, KY 40208",73,"1927 S 4TH ST, LOUISVILLE, KY 40208"
Stop N Go,"700 W OAK ST, LOUISVILLE, KY 40203, USA",ChIJQ22l3lUNaYgR_AZaW-lctog,"700 W OAK ST, LOUISVILLE, KY 40203",72,"700 W OAK ST, LOUISVILLE, KY 40203"
Duramart,"1480 S 7TH ST, LOUISVILLE, KY 40208, USA",ChIJW3GOAacSaYgRxDw5KOrTKEM,"1480 S 7TH ST, LOUISVILLE, KY 40208",73,"1480 S 7TH ST, LOUISVILLE, KY 40208"
Happys Food Mart,"1397 S 2ND ST, LOUISVILLE, KY 40208, USA",ChIJiz_6mVoNaYgRBMRf-kUU0i0,"1397 S 2ND ST, LOUISVILLE, KY 40208",73,"1397 S 2ND ST, LOUISVILLE, KY 40208"
Scheler's Food Market,"1397 S 2ND ST ST, LOUISVILLE, KY 40208, USA",ChIJ5VgsvVoNaYgRjBed-WKvOsY,"1397 S 2ND ST, LOUISVILLE, KY 40208",76,"1397 S 2ND ST, LOUISVILLE, KY 40208"
Dongar Food Mart & Deli,"1397 S 2ND ST ST, LOUISVILLE, KY 40208, USA",ChIJH6v-mVoNaYgRBHDxizFdYEQ,"1397 S 2ND ST, LOUISVILLE, KY 40208",76,"1397 S 2ND ST, LOUISVILLE, KY 40208"
4 Point Grocery,"1035 S 3RD ST, LOUISVILLE, KY 40203, USA",ChIJvahz9MUNaYgRwaEX9qWQ3i4,"1035 S 3RD ST, LOUISVILLE, KY 40203",73,"1035 S 3RD ST, LOUISVILLE, KY 40203"
oasis pizza & food mart,"1036 S 4TH ST, LOUISVILLE, KY 40203, USA",ChIJvQUqGLkNaYgRHZ0Iqs2U5VY,"1036 S 4TH ST, LOUISVILLE, KY 40203",73,"1036 S 4TH ST, LOUISVILLE, KY 40203"
Bourbon Liquor 4,"344 E LEE ST, LOUISVILLE, KY 40208, USA",ChIJ_aosyUMNaYgRN_idTq5M9hU,"344 E LEE ST, LOUISVILLE, KY 40208",72,"344 E LEE ST, LOUISVILLE, KY 40208"
Bottled Liquors,"412 W OAK ST, LOUISVILLE, KY 40203, USA",ChIJn4XeVlENaYgR3_iGBmzFyvs,"412 W OAK ST, LOUISVILLE, KY 40203",72,"412 W OAK ST, LOUISVILLE, KY 40203"
Omar liquor plus,"331 E OAK ST, LOUISVILLE, KY 40203, USA",ChIJvZVUXEkNaYgRLOhW94RC-IY,"331 E OAK ST, LOUISVILLE, KY 40203",72,"331 E OAK ST, LOUISVILLE, KY 40203"
Red Castle Liquor Store,"1200 S 1ST ST, LOUISVILLE, KY 40203, USA",ChIJ_2C_C04NaYgRTh0HqEQxbws,"1200 S 1ST ST, LOUISVILLE, KY 40203",73,"1200 S 1ST ST, LOUISVILLE, KY 40203"
NONSTOP SMOKE SHOP,"982 BARRET AVE, LOUISVILLE, KY 40204, USA",ChIJjxPF6jkNaYgRZ8eGEkzMtro,"982 BARRET AVE, LOUISVILLE, KY 40204",74,"982 BARRET AVE, LOUISVILLE, KY 40204"
PUFF PUFF PASS,"1072 BARDSTOWN RD, LOUISVILLE, KY 40204, USA",ChIJIYHfttQMaYgRptUp-bcILmY,"1029 BARDSTOWN RD, UNIT A, 40204",83,"1029 BARDSTOWN RD, UNIT A, 40204"
High 5 Smoke Shop,"796 EASTERN PKWY, LOUISVILLE, KY 40217, USA",ChIJkSf_TSANaYgR3KWguC1Ho5g,"796 EASTERN PKY, LOUISVILLE, KY 40217",74,"796 EASTERN PKY, LOUISVILLE, KY 40217"
Germantown Smoke & Craft,"1036 GOSS AVE, LOUISVILLE, KY 40217, USA",ChIJ22siz50NaYgRxZnWMMSqKa4,"1036 GOSS AVE, LOUISVILLE, KY 40217",73,"1036 GOSS AVE, LOUISVILLE, KY 40217"
Speedway,"1422 POPLAR LEVEL RD, LOUISVILLE, KY 40217, USA",ChIJI3SAxyENaYgRJYqEdATiJx4,"1422 POPLAR LEVEL RD, LOUISVILLE, KY 40217",79,"1422 POPLAR LEVEL RD, LOUISVILLE, KY 40217"
Speedway,"1101 BARDSTOWN RD, LOUISVILLE, KY 40204, USA",ChIJsY7dVdMMaYgRjIJot5rQceY,"1029 BARDSTOWN RD, UNIT A, 40204",79,"1029 BARDSTOWN RD, UNIT A, 40204"
bp,"1054 BARRET AVE, LOUISVILLE, KY 40204, USA",ChIJPXVtGSANaYgRmmrb8QiW_Fo,"1054 BARRET AVE, LOUISVILLE, KY 40204",75,"1054 BARRET AVE, LOUISVILLE, KY 40204"
Kroger Fuel Center,"1247 GOSS AVE, LOUISVILLE, KY 40217, USA",ChIJI5GDeSYNaYgRfZcT2TWpFac,"1247 GOSS AVE, LOUISVILLE, KY 40217",73,"1247 GOSS AVE, LOUISVILLE, KY 40217"
Marathon Gas,"1506 S SHELBY ST, LOUISVILLE, KY 40217, USA",ChIJN1g5As5yaYgRXyyIykyuaIU,"1506 S SHELBY ST, LOUISVILLE, KY 40217",76,"1506 S SHELBY ST, LOUISVILLE, KY 40217"
Marathon Gas,"1054 BARRET AVE, LOUISVILLE, KY 40204, USA",ChIJVbTwRioNaYgR0m1fBzAT5OY,"1054 BARRET AVE, LOUISVILLE, KY 40204",75,"1054 BARRET AVE, LOUISVILLE, KY 40204"
Kroger,"1265 GOSS AVE, LOUISVILLE, KY 40217, USA",ChIJ9ZQvpSYNaYgRLYh84XC5Dbc,"1265 GOSS AVE, LOUISVILLE, KY 40217",73,"1265 GOSS AVE, LOUISVILLE, KY 40217"
CAPS Food Mart & Deli (MARATHON),"1506 S SHELBY ST, LOUISVILLE, KY 40217, USA",ChIJeYSuQDkNaYgRBwHEbs835PY,"1506 S SHELBY ST, LOUISVILLE, KY 40217",76,"1506 S SHELBY ST, LOUISVILLE, KY 40217"
The Hat Don,"800 E KENTUCKY ST, LOUISVILLE, KY 40204, USA",ChIJpX4XdbgNaYgRCSlRrSjLEzs,"800 E KENTUCKY ST, LOUISVILLE, KY 40204",77,"800 E KENTUCKY ST, LOUISVILLE, KY 40204"
The Hat Don,"1506 S SHELBY ST, LOUISVILLE, KY 40217, USA",ChIJR99mTLcNaYgRkbAQclsUbKQ,"1506 S SHELBY ST, LOUISVILLE, KY 40217",76,"1506 S SHELBY ST, LOUISVILLE, KY 40217"
Alisha Malhotra Llc Dba Speedymart #25 25,"1054 BARRET AVE, LOUISVILLE, KY 40204, USA",ChIJo36lOSoNaYgR21hl2YiZCW0,"1054 BARRET AVE, LOUISVILLE, KY 40204",75,"1054 BARRET AVE, LOUISVILLE, KY 40204"
Walgreens,"808 EASTERN PKWY, LOUISVILLE, KY 40217, USA",ChIJl5LJPBQNaYgR8L0prOeWiWQ,"808 EASTERN PKY, LOUISVILLE, KY 40217",74,"808 EASTERN PKY, LOUISVILLE, KY 40217"
Family Dollar,"790 EASTERN PKWY, LOUISVILLE, KY 40217, USA",ChIJ9739QhQNaYgRlCmsWQvFjTM,"790 EASTERN PKY, LOUISVILLE, KY 40217",74,"790 EASTERN PKY, LOUISVILLE, KY 40217"
Foodmax Inc,"800 E KENTUCKY ST, LOUISVILLE, KY 40204, USA",ChIJl6EZgjMNaYgRafiNko7bwy0,"800 E KENTUCKY ST, LOUISVILLE, KY 40204",77,"800 E KENTUCKY ST, LOUISVILLE, KY 40204"
Liquor World,"2403 S SHELBY ST, LOUISVILLE, KY 40217, USA",ChIJYbw_EhQNaYgR86G3c85NKYs,"1506 S SHELBY ST, LOUISVILLE, KY 40217",66,"1506 S SHELBY ST, LOUISVILLE, KY 40217"
Barret Liquors,"1033 BARRET AVE, LOUISVILLE, KY 40204, USA",ChIJHc6_RCoNaYgRqAp63rk5WOQ,"1033 BARRET AVE, LOUISVILLE, KY 40204",75,"1033 BARRET AVE, LOUISVILLE, KY 40204"
J.R. Liquors,"900 E OAK ST, LOUISVILLE, KY 40204, USA",ChIJYcKquVkNaYgRl3A1-aZWLpU,"900 E OAK ST, LOUISVILLE, KY 40204",72,"900 E OAK ST, LOUISVILLE, KY 40204"
Neat Bottle Shop & Tasting Room,"1143 BARDSTOWN RD, LOUISVILLE, KY 40204, USA",ChIJZzwV9nMNaYgRxmX9t9PolH0,"1029 BARDSTOWN RD, UNIT A, 40204",75,"1029 BARDSTOWN RD, UNIT A, 40204"
Kroger Liquor Store,"1265 GOSS AVE SUITE A, LOUISVILLE, KY 40217, USA",ChIJJQ0HH_cNaYgRijzwRlmUe-c,"1265 GOSS AVE, LOUISVILLE, KY 40217",77,"1265 GOSS AVE, LOUISVILLE, KY 40217"
The Breeze Wine & Coffee,"1247 S SHELBY ST, LOUISVILLE, KY 40203, USA",ChIJPfoURxUNaYgRmcvHCfMdyAY,"901 S SHELBY ST, LOUISVILLE, KY 40203",60,"901 S SHELBY ST, LOUISVILLE, KY 40203"
Neat Bourbon Bar & Bottle Shop,"1139 BARDSTOWN RD, LOUISVILLE, KY 40204, USA",ChIJRWOnrMsNaYgRAcJwb2B-UKY,"1029 BARDSTOWN RD, UNIT A, 40204",79,"1029 BARDSTOWN RD, UNIT A, 40204"
Canary Club,"1247 S SHELBY ST, LOUISVILLE, KY 40203, USA",ChIJ9ze6Ue8NaYgRUBve6jDEldg,"901 S SHELBY ST, LOUISVILLE, KY 40203",60,"901 S SHELBY ST, LOUISVILLE, KY 40203"
Walgreens Pharmacy,"808 EASTERN PKWY, LOUISVILLE, KY 40217, USA",ChIJVVWVPRQNaYgRF_jKzi4j_CI,"808 EASTERN PKY, LOUISVILLE, KY 40217",74,"808 EASTERN PKY, LOUISVILLE, KY 40217"
Kroger Pharmacy,"1265 GOSS AVE, LOUISVILLE, KY 40217, USA",ChIJ9ZQvpSYNaYgRmqfDIsh0_Wo,"1265 GOSS AVE, LOUISVILLE, KY 40217",73,"1265 GOSS AVE, LOUISVILLE, KY 40217"
COVID-19 Drive-Thru Testing at Walgreens,"808 EASTERN PKWY, LOUISVILLE, KY 40217, USA",ChIJwXo6QtMNaYgRYWLeFlT0HNs,"808 EASTERN PKY, LOUISVILLE, KY 40217",74,"808 EASTERN PKY, LOUISVILLE, KY 40217"
Walgreens Photo,"808 EASTERN PKWY, LOUISVILLE, KY 40217, USA",ChIJC3-lPRQNaYgR6AUu6PpIk5s,"808 EASTERN PKY, LOUISVILLE, KY 40217",74,"808 EASTERN PKY, LOUISVILLE, KY 40217"
Trippy’s Smoke Shop,"1577 BARDSTOWN RD, LOUISVILLE, KY 40205, USA",ChIJA0RtJ7YMaYgRolTvhkCYFQ0,"1577 BARDSTOWN RD, LOUISVILLE, KY 40205",77,"1577 BARDSTOWN RD, LOUISVILLE, KY 40205"
J Shepherd,"1429 BARDSTOWN RD, LOUISVILLE, KY 40204, USA",ChIJlf6_rM4MaYgRvNEkByJievE,"1029 BARDSTOWN RD, UNIT A, 40204",83,"1029 BARDSTOWN RD, UNIT A, 40204"
Vault Liquors & Smokes,"1270 BARDSTOWN RD, LOUISVILLE, KY 40204, USA",ChIJSRv8edIMaYgRhmnTvUCFtgQ,"1029 BARDSTOWN RD, UNIT A, 40204",79,"1029 BARDSTOWN RD, UNIT A, 40204"
