Google Place Name,Google Address,Google Place ID,lat,long,ArcGIS Best Match,Match Score,Matched Street Name
Rainbow Blossom Middletown,"12232 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJLf6hvk6faYgR6RrnPGx0bm0,38.24611,-85.52858300000001,"14010 SHELBYVILLE RD, 40245",81,"14010 SHELBYVILLE RD, 40245"
Encore Vapes & Smokes,"13210 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJ8_rDuCCZaYgRd7P7ZtX2-DE,38.242142799999996,-85.5111921,"14010 SHELBYVILLE RD, 40245",85,"14010 SHELBYVILLE RD, 40245"
Liquor Barn,"13401 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJO6RzWbuYaYgRD_IvcsxczIk,38.2448571,-85.5055766,"14010 SHELBYVILLE RD, 40245",88,"14010 SHELBYVILLE RD, 40245"
Thorntons,"14101 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJszsFFYWYaYgRn3IABOMvd6Q,38.239338,-85.48730499999999,"14010 SHELBYVILLE RD, 40245",96,"14010 SHELBYVILLE RD, 40245"
Thorntons,"13314 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJtUYux7qYaYgRJ6mouxQ9XKg,38.2417906,-85.5087629,"14010 SHELBYVILLE RD, 40245",81,"14010 SHELBYVILLE RD, 40245"
Thorntons,"14101 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJl2qp2k2ZaYgRWrSo61pGJyE,38.2390952,-85.4874851,"14010 SHELBYVILLE RD, 40245",96,"14010 SHELBYVILLE RD, 40245"
Shell,"14010 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJ_Qi01pqYaYgRpOOuQFOMylc,38.238358999999996,-85.489497,"14010 SHELBYVILLE RD, 40245",100,"14010 SHELBYVILLE RD, 40245"
Crossroads IGA,"14010 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJA2FA1JqYaYgRDB8WJ4ATkEw,38.2382184,-85.4890952,"14010 SHELBYVILLE RD, 40245",100,"14010 SHELBYVILLE RD, 40245"
Walgreens,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245, USA",ChIJU3nS4JmYaYgRHgaLGbxpAtU,38.2405228,-85.49547539999999,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245",80,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245"
Shelby Station Beverage Shoppe,"14051 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJI5UlipqYaYgR03HbD8KP-eA,38.2395133,-85.4882794,"14010 SHELBYVILLE RD, 40245",96,"14010 SHELBYVILLE RD, 40245"
CVS,"13900 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJ-0bMFpqYaYgRb_I-rXwvKlU,38.23974940000001,-85.49323140000001,"14010 SHELBYVILLE RD, 40245",92,"14010 SHELBYVILLE RD, 40245"
Kroger Liquor Store,"12607 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJJT2F7yifaYgR0aX0TmstE70,38.2452523,-85.5205454,"14010 SHELBYVILLE RD, 40245",85,"14010 SHELBYVILLE RD, 40245"
Walgreens Pharmacy,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245, USA",ChIJL7w355mYaYgRt07A4N_R9R0,38.240524799999996,-85.4955057,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245",80,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245"
CVS Pharmacy,"12975 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJ3cA4QrCYaYgRFDHJtBN1qpU,38.2465872,-85.51457409999999,"11517 SHELBYVILLE ROAD, 40243",85,"11517 SHELBYVILLE ROAD, 40243"
Triple Crown Pharmacy,"13332 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJT-OP2xuZaYgRxyqPkHdP9HY,38.2412466,-85.50776499999999,"11517 SHELBYVILLE ROAD, 40243",78,"11517 SHELBYVILLE ROAD, 40243"
CVS Pharmacy,"13900 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJ-0bMFpqYaYgRnt-QTZUXToE,38.239916799999996,-85.4933884,"14010 SHELBYVILLE RD, 40245",92,"14010 SHELBYVILLE RD, 40245"
COVID-19 Drive-Thru Testing at Walgreens,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245, USA",ChIJpWNc55mYaYgRloyHWLrn4FI,38.2405172,-85.4955221,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245",80,"13807 ENGLISH VILLA DR, LOUISVILLE, KY 40245"
I Love Juice Juice Bar - Middletown,"13317 SHELBYVILLE RD, LOUISVILLE, KY 40223, USA",ChIJOfgdFLuYaYgRbLT3IUVdwV4,38.243655499999996,-85.50597979999999,"11517 SHELBYVILLE ROAD, 40243",85,"11517 SHELBYVILLE ROAD, 40243"
Anchorage Middletown Fire and EMS - Station 35,"16010 SHELBYVILLE RD, LOUISVILLE, KY 40245, USA",ChIJNeqdBNuZaYgReWFqJSpr8Hk,38.2335133,-85.4571287,"14010 SHELBYVILLE RD, 40245",96,"14010 SHELBYVILLE RD, 40245"
Midtown Liquor & Wine,"105 JOHNSON RD, LOUISVILLE, KY 40245, USA",ChIJ5V5NBwyYaYgRyOesyxv3vnw,38.233878,-85.4532059,"105 JOHNSON RD, LOUISVILLE, KY 40245",74,"105 JOHNSON RD, LOUISVILLE, KY 40245"
Chevron Products Company.,"LOUISVILLE, KY 40211, USA",ChIJv5P-f0QTaYgRfiNScPWuFug,38.2271357,-85.8358036,"411 S 2ND ST, LOUISVILLE, KY 40202",76,"411 S 2ND ST, LOUISVILLE, KY 40202"
Marathon-Algonquin Pkwy,"4510 ALGONQUIN PKWY, LOUISVILLE, KY 40211, USA",ChIJpRyI7kcTaYgRTF7nh1t9_lY,38.2306098,-85.8293151,"703 ALGONQUIN PKY, LOUISVILLE, KY 40208",61,"703 ALGONQUIN PKY, LOUISVILLE, KY 40208"
Valero,"3300 ALGONQUIN PKWY, LOUISVILLE, KY 40211, USA",ChIJiZDc_CATaYgR8iZUp9IyKoU,38.2241691,-85.81003199999999,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211",76,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211"
B G Sales,"3612 CANE RUN RD, LOUISVILLE, KY 40211, USA",ChIJ5TtwrBgTaYgR3kF_8DvgBN0,38.2208458,-85.8137173,"4350 CANE RUN RD,",74,"4350 CANE RUN RD,"
Top Notch,"3300 ALGONQUIN PKWY, LOUISVILLE, KY 40211, USA",ChIJYZDc_CATaYgRBAWvIcxuXCs,38.2241128,-85.8101052,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211",76,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211"
Arcoaire,"LOUISVILLE, KY 40216, USA",ChIJY6b8UxATaYgRkWhXnhO13FA,38.213018600000005,-85.82013959999999,"5620 S 3RD ST, LOUISVILLE, KY 40214",75,"5620 S 3RD ST, LOUISVILLE, KY 40214"
One Stop Food Mart,"3300 ALGONQUIN PKWY, LOUISVILLE, KY 40211, USA",ChIJYZDc_CATaYgR5UrYh1IO-6k,38.2241691,-85.8100321,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211",76,"3300 ALGONQUIN PKY, LOUISVILLE, KY 40211"
DG Market,"3517 CANE RUN RD, LOUISVILLE, KY 40211, USA",ChIJFyIauSETaYgRRjE8Pkm4PjI,38.2218762,-85.8109466,"4350 CANE RUN RD,",79,"4350 CANE RUN RD,"
Family Dollar,"3036 WILSON AVE, LOUISVILLE, KY 40211, USA",ChIJGfGKvtgSaYgR_l1OoiJBLuA,38.226017899999995,-85.80685369999999,"3036 WILSON AVE, LOUISVILLE, KY 40211",75,"3036 WILSON AVE, LOUISVILLE, KY 40211"
Go puff west,"3330 COMMERCE CENTER PL, LOUISVILLE, KY 40216, USA",ChIJoSyzXMcTaYgRYFKtIAQY7YI,38.2201285,-85.81097199999999,"3330 COMMERCE CENTER PL, LOUISVILLE, KY 40211",78,"3330 COMMERCE CENTER PL, LOUISVILLE, KY 40211"
Red Dog Liquors,"2930 WILSON AVE, LOUISVILLE, KY 40211, USA",ChIJsV_Q79kSaYgRmt9yanGvFsI,38.2304678,-85.8032034,"2930 WILSON AVE, LOUISVILLE, KY 40211",75,"2930 WILSON AVE, LOUISVILLE, KY 40211"
Golden Liquor,"3606 CANE RUN RD, LOUISVILLE, KY 40211, USA",ChIJDeYo_yETaYgRdl7jxVCnu9s,38.2213894,-85.81259659999999,"3606 CANE RUN RD, LOUISVILLE, KY 40211",76,"3606 CANE RUN RD, LOUISVILLE, KY 40211"
Park Duvalle Community Health Center Inc,"3015 WILSON AVE, LOUISVILLE, KY 40211, USA",ChIJS_wPo9gSaYgRLEjI2Mv0GDI,38.227494,-85.80742029999999,"2930 WILSON AVE, LOUISVILLE, KY 40211",68,"2930 WILSON AVE, LOUISVILLE, KY 40211"
Jbees Smoke & Vape,"1102 ALGONQUIN PKWY, LOUISVILLE, KY 40208, USA",ChIJF2lHxpkTaYgRefz_RAbdvRA,38.2139495,-85.7734254,"1102 ALGONQUIN PKY, LOUISVILLE, KY 40208",76,"1102 ALGONQUIN PKY, LOUISVILLE, KY 40208"
Thorntons,"2000 7TH STREET RD, LOUISVILLE, KY 40208, USA",ChIJQQLGB1cSaYgRsqjCQNlAWhM,38.219963,-85.77812999999999,"2000 7TH STREET RD, LOUISVILLE, KY 40208",77,"2000 7TH STREET RD, LOUISVILLE, KY 40208"
Thorntons,"1501 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ8zY6WMYSaYgR4TyCZRibVfc,38.22793,-85.79021499999999,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Marathon Gas,"2133 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJySh36OkSaYgRmEbym1h8u9A,38.2198376,-85.7936836,"2133 DIXIE HWY, LOUISVILLE, KY 40210",74,"2133 DIXIE HWY, LOUISVILLE, KY 40210"
Shorty's Food Mart,"2133 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJRdyw5-kSaYgRs9x6m9RrsPg,38.2197302,-85.79344999999999,"2133 DIXIE HWY, LOUISVILLE, KY 40210",74,"2133 DIXIE HWY, LOUISVILLE, KY 40210"
EZ Food Mart,"1100 ALGONQUIN PKWY, LOUISVILLE, KY 40208, USA",ChIJmZ9l3JsSaYgRBrlfnETJkD8,38.213769899999996,-85.7733171,"1100 ALGONQUIN PKY, LOUISVILLE, KY 40208",76,"1100 ALGONQUIN PKY, LOUISVILLE, KY 40208"
JJ Foodmart LLC,"1612 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJEd7KbgATaYgR4A-iquHcGko,38.226968899999996,-85.79137899999999,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Anns Stop N Go Llc Mini mart,"1505 S 25TH ST, LOUISVILLE, KY 40210, USA",ChIJ82YXNsUSaYgRQcIfj4XS9a0,38.229651499999996,-85.7970527,"1029 S 26TH ST, LOUISVILLE, KY 40210",63,"1029 S 26TH ST, LOUISVILLE, KY 40210"
The Hat Don,"1800 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJixohmjATaYgR4cfh3c8x_ao,38.236902799999996,-85.7873786,"1800 W OAK ST, LOUISVILLE, KY 40210",73,"1800 W OAK ST, LOUISVILLE, KY 40210"
7th Street Food Mart,"2517 7TH STREET RD, LOUISVILLE, KY 40208, USA",ChIJzQg7vlgTaYgRb46YIVJDz9c,38.2143884,-85.78294240000001,"2105 7TH STREET RD, LOUISVILLE, KY 40208",71,"2105 7TH STREET RD, LOUISVILLE, KY 40208"
12th & Hill Mart,"1201 W HILL ST, LOUISVILLE, KY 40210, USA",ChIJm4VoHqUSaYgRDbevviKdzAI,38.227558099999996,-85.77528649999999,"1233 W HILL ST, LOUISVILLE, KY 40210",67,"1233 W HILL ST, LOUISVILLE, KY 40210"
Greenwood Grocery,"1636 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJ1fPQhbYTaYgRIiXXduezd1g,38.236871,-85.7827222,"1805 W OAK ST, LOUISVILLE, KY 40210",62,"1805 W OAK ST, LOUISVILLE, KY 40210"
Dailymart,"1320 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJK1rJwckSaYgRM1KTu7OoFRI,38.2343973,-85.78842949999999,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Moie's,"1636 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJUf-RErQSaYgRX_qJlBx3uq8,38.236955099999996,-85.7827421,"1805 W OAK ST, LOUISVILLE, KY 40210",62,"1805 W OAK ST, LOUISVILLE, KY 40210"
Farm Boy,"1200 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ5bIWDMoSaYgRNMGCpzI6bKc,38.2369737,-85.7875475,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Dollar General,"1201 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ9VeY8rUSaYgRwSPlr5brdCg,38.2372527,-85.7864857,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Liquor Zone W. Hill St.,"1233 W HILL ST, LOUISVILLE, KY 40210, USA",ChIJX4UOKaUSaYgRJWnJzHAj5qU,38.2278348,-85.77649100000001,"1233 W HILL ST, LOUISVILLE, KY 40210",74,"1233 W HILL ST, LOUISVILLE, KY 40210"
Ali's Food Mart,"1444 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJNcHEM8YSaYgRIHDqiOGWAhY,38.2298776,-85.7899958,"10986 DIXIE HWY, 40272",73,"10986 DIXIE HWY, 40272"
Save A Lot,"1804 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJIwca4MMSaYgRezATCCM7AXM,38.2241852,-85.79268379999999,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Krispy Krunchy Chicken,"1100 ALGONQUIN PKWY, LOUISVILLE, KY 40208, USA",ChIJgUFrQ4oTaYgRFoMEO7xgfAc,38.21381890000001,-85.7734253,"1100 ALGONQUIN PKY, LOUISVILLE, KY 40208",76,"1100 ALGONQUIN PKY, LOUISVILLE, KY 40208"
block this information,"1442 S 22ND ST, LOUISVILLE, KY 40210, USA",ChIJU7ytrcgSaYgR5LCzOcZsgy0,38.2313441,-85.7921353,"1442 S 22ND ST, LOUISVILLE, KY 40210",74,"1442 S 22ND ST, LOUISVILLE, KY 40210"
Oakwood Liquor,"1502 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJLRGyPrISaYgRJ3jwpQ_r_HA,38.236586599999995,-85.7790175,"1500 W OAK ST, LOUISVILLE, KY 40210",69,"1500 W OAK ST, LOUISVILLE, KY 40210"
Goose Liquors,"2105 7TH STREET RD, LOUISVILLE, KY 40208, USA",ChIJbY7l5ZcSaYgR8EuJRXt-RUc,38.219171800000005,-85.7777788,"2105 7TH STREET RD, LOUISVILLE, KY 40208",77,"2105 7TH STREET RD, LOUISVILLE, KY 40208"
Big Time Liquors,"2412 DIXIE HWY, LOUISVILLE, KY 40216, USA",ChIJd_vvS-8SaYgRgZV7LJz-p-E,38.214942199999996,-85.7963443,"2412 DIXIE HWY, LOUISVILLE, KY 40216",74,"2412 DIXIE HWY, LOUISVILLE, KY 40216"
Goody Goody Liquors,"1805 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJndCRdcoSaYgRQmpVi2gM1CE,38.2374611,-85.7871246,"1805 W OAK ST, LOUISVILLE, KY 40210",73,"1805 W OAK ST, LOUISVILLE, KY 40210"
Dixi Hwy liqour store,"1420 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJt1L3wPQTaYgRqTeUyAFQVVQ,38.230766599999995,-85.7897885,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Oya Liquor Inc,"2135 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ3WA8wukSaYgRNK4IeJQSG2Q,38.2194554,-85.7937228,"2135 DIXIE HWY, LOUISVILLE, KY 40210",74,"2135 DIXIE HWY, LOUISVILLE, KY 40210"
White Owl Liquors,"1318 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJZz5A6MkSaYgRPwUwK3sMOIQ,38.2350115,-85.7882472,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Walgreens Pharmacy,"1475 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJr59hrccSaYgRWjhWuRMbfa8,38.2287372,-85.7896239,"1475 DIXIE HWY, LOUISVILLE, KY 40210",74,"1475 DIXIE HWY, LOUISVILLE, KY 40210"
Walgreens,"1475 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJkyzvTsYSaYgRW6ttwDsVpyc,38.228749799999996,-85.7895997,"1475 DIXIE HWY, LOUISVILLE, KY 40210",74,"1475 DIXIE HWY, LOUISVILLE, KY 40210"
COVID-19 Drive-Thru Testing at Walgreens,"1475 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJ5Ust6PQTaYgR5UxSjWpUc-I,38.228679199999995,-85.789478,"1475 DIXIE HWY, LOUISVILLE, KY 40210",74,"1475 DIXIE HWY, LOUISVILLE, KY 40210"
Blaze Smoke Shop,"2221 CRITTENDEN DR, LOUISVILLE, KY 40217, USA",ChIJE_lv0PUNaYgRmYnEm8Ukb3E,38.2145996,-85.7507722,"2704 CRITTENDEN DR, LOUISVILLE, KY 40209",61,"2704 CRITTENDEN DR, LOUISVILLE, KY 40209"
Blaze Smoke Shop,"2221 CRITTENDEN DR, LOUISVILLE, KY 40217, USA",ChIJxVxwWwANaYgR_mThJzrt3bs,38.214604,-85.7507562,"2704 CRITTENDEN DR, LOUISVILLE, KY 40209",61,"2704 CRITTENDEN DR, LOUISVILLE, KY 40209"
Cox's Smokers Outlet Downtown,"346 E LEE ST, LOUISVILLE, KY 40208, USA",ChIJl2qH0EMNaYgRXtraFJ63HkQ,38.2221354,-85.75168029999999,"346 E LEE ST, LOUISVILLE, KY 40208",72,"346 E LEE ST, LOUISVILLE, KY 40208"
Elevated 502,"1157 S 2ND ST, LOUISVILLE, KY 40203, USA",ChIJS6eKlW4LaYgRfpwYkR6Wkhk,38.234929099999995,-85.756821,"1397 S 2ND ST, LOUISVILLE, KY 40208",62,"1397 S 2ND ST, LOUISVILLE, KY 40208"
ALI BABA LIQUOR & SMOKE,"1481 S 7TH ST, LOUISVILLE, KY 40208, USA",ChIJY9zSCKcSaYgRvnpT0FOR2qw,38.2270195,-85.7684546,"1481 S 7TH ST, LOUISVILLE, KY 40208",73,"1481 S 7TH ST, LOUISVILLE, KY 40208"
5 Brothers Grocery & Smokeshop,"1159 S 4TH ST, LOUISVILLE, KY 40203, USA",ChIJp1PL3VMNaYgRJWrDqHrClQ4,38.235321,-85.7600501,"1159 S 4TH ST, LOUISVILLE, KY 40203",73,"1159 S 4TH ST, LOUISVILLE, KY 40203"
Circle K,"1630 ARTHUR ST, LOUISVILLE, KY 40208, USA",ChIJpyHk3EMNaYgRcedTx6Q4oOM,38.222606,-85.751823,"1630 ARTHUR ST, LOUISVILLE, KY 40208",74,"1630 ARTHUR ST, LOUISVILLE, KY 40208"
Speedway,"2210 ARTHUR ST, LOUISVILLE, KY 40208, USA",ChIJtdFePWkNaYgRpXQvCkvyLfI,38.215052899999996,-85.7529639,"2210 ARTHUR ST, LOUISVILLE, KY 40208",74,"2210 ARTHUR ST, LOUISVILLE, KY 40208"
Valero gas station+,"1123 S FLOYD ST, LOUISVILLE, KY 40203, USA",ChIJk7z4wrcNaYgRfILAPWvveYA,38.2358119,-85.75100259999999,"1123 S FLOYD ST, LOUISVILLE, KY 40203",75,"1123 S FLOYD ST, LOUISVILLE, KY 40203"
Shell,"1630 ARTHUR ST, LOUISVILLE, KY 40208, USA",ChIJe8W13UMNaYgRXHl2btUtpyw,38.222645,-85.751691,"1630 ARTHUR ST, LOUISVILLE, KY 40208",74,"1630 ARTHUR ST, LOUISVILLE, KY 40208"
Valero,"309 E ST CATHERINE ST, LOUISVILLE, KY 40203, USA",ChIJwd--hUsNaYgRgNi7hQg94Zk,38.236686999999996,-85.750872,"309 E ST CATHERINE ST, LOUISVILLE, KY 40203",79,"309 E ST CATHERINE ST, LOUISVILLE, KY 40203"
Floyd Mart,"1123 S FLOYD ST, LOUISVILLE, KY 40203, USA",ChIJU-Vr9UsNaYgRiQjPrUqaZFI,38.235842999999996,-85.7512205,"1123 S FLOYD ST, LOUISVILLE, KY 40203",75,"1123 S FLOYD ST, LOUISVILLE, KY 40203"
Rockers Floyd convenience store,"1123 S FLOYD ST, LOUISVILLE, KY 40203, USA",ChIJ1y0SBQANaYgRBkAKksrqFbU,38.2357663,-85.75101,"1123 S FLOYD ST, LOUISVILLE, KY 40203",75,"1123 S FLOYD ST, LOUISVILLE, KY 40203"
Marathon Gas,"1480 S 7TH ST, LOUISVILLE, KY 40208, USA",ChIJs_G-CKcSaYgR2x-8u6xM46U,38.2270882,-85.7692355,"1480 S 7TH ST, LOUISVILLE, KY 40208",73,"1480 S 7TH ST, LOUISVILLE, KY 40208"
4th & Cardinal Food Mart,"1927 S 4TH ST, LOUISVILLE, KY 40208, USA",ChIJA3stPl4NaYgRo_n81Hr3WqY,38.2196569,-85.76262229999999,"1927 S 4TH ST, LOUISVILLE, KY 40208",73,"1927 S 4TH ST, LOUISVILLE, KY 40208"
Stop N Go,"700 W OAK ST, LOUISVILLE, KY 40203, USA",ChIJQ22l3lUNaYgR_AZaW-lctog,38.2352011,-85.76544299999999,"700 W OAK ST, LOUISVILLE, KY 40203",72,"700 W OAK ST, LOUISVILLE, KY 40203"
7th @ Hill,"LOUISVILLE, KY 40208, USA",ChIJOUZCBKcSaYgRLW-_WmS2s48,38.226921999999995,-85.76881999999999,"346 E LEE ST, LOUISVILLE, KY 40208",76,"346 E LEE ST, LOUISVILLE, KY 40208"
Electric Vehicle Charging Station,"2205 S FLOYD ST, LOUISVILLE, KY 40208, USA",ChIJ-RjG82gNaYgRYVaaJfxKZbQ,38.2158608,-85.7547778,"1123 S FLOYD ST, LOUISVILLE, KY 40203",61,"1123 S FLOYD ST, LOUISVILLE, KY 40203"
Duramart,"1480 S 7TH ST, LOUISVILLE, KY 40208, USA",ChIJW3GOAacSaYgRxDw5KOrTKEM,38.227042,-85.769189,"1480 S 7TH ST, LOUISVILLE, KY 40208",73,"1480 S 7TH ST, LOUISVILLE, KY 40208"
Happys Food Mart,"1397 S 2ND ST, LOUISVILLE, KY 40208, USA",ChIJiz_6mVoNaYgRBMRf-kUU0i0,38.228966899999996,-85.7578655,"1397 S 2ND ST, LOUISVILLE, KY 40208",73,"1397 S 2ND ST, LOUISVILLE, KY 40208"
Scheler's Food Market,"1397 S 2ND ST ST, LOUISVILLE, KY 40208, USA",ChIJ5VgsvVoNaYgRjBed-WKvOsY,38.228982699999996,-85.75783659999999,"1397 S 2ND ST, LOUISVILLE, KY 40208",76,"1397 S 2ND ST, LOUISVILLE, KY 40208"
Dongar Food Mart & Deli,"1397 S 2ND ST ST, LOUISVILLE, KY 40208, USA",ChIJH6v-mVoNaYgRBHDxizFdYEQ,38.228942599999996,-85.757747,"1397 S 2ND ST, LOUISVILLE, KY 40208",76,"1397 S 2ND ST, LOUISVILLE, KY 40208"
4 Point Grocery,"1035 S 3RD ST, LOUISVILLE, KY 40203, USA",ChIJvahz9MUNaYgRwaEX9qWQ3i4,38.237451,-85.7578601,"1035 S 3RD ST, LOUISVILLE, KY 40203",73,"1035 S 3RD ST, LOUISVILLE, KY 40203"
oasis pizza & food mart,"1036 S 4TH ST, LOUISVILLE, KY 40203, USA",ChIJvQUqGLkNaYgRHZ0Iqs2U5VY,38.2376326,-85.7602248,"1036 S 4TH ST, LOUISVILLE, KY 40203",73,"1036 S 4TH ST, LOUISVILLE, KY 40203"
Bourbon Liquor 4,"344 E LEE ST, LOUISVILLE, KY 40208, USA",ChIJ_aosyUMNaYgRN_idTq5M9hU,38.222142399999996,-85.752164,"344 E LEE ST, LOUISVILLE, KY 40208",72,"344 E LEE ST, LOUISVILLE, KY 40208"
Bottled Liquors,"412 W OAK ST, LOUISVILLE, KY 40203, USA",ChIJn4XeVlENaYgR3_iGBmzFyvs,38.2348856,-85.7610382,"412 W OAK ST, LOUISVILLE, KY 40203",72,"412 W OAK ST, LOUISVILLE, KY 40203"
Red Castle Liquor Store,"1200 S 1ST ST, LOUISVILLE, KY 40203, USA",ChIJ_2C_C04NaYgRTh0HqEQxbws,38.234477999999996,-85.75569100000001,"1200 S 1ST ST, LOUISVILLE, KY 40203",73,"1200 S 1ST ST, LOUISVILLE, KY 40203"
Omar liquor plus,"331 E OAK ST, LOUISVILLE, KY 40203, USA",ChIJvZVUXEkNaYgRLOhW94RC-IY,38.23437620000001,-85.7497592,"331 E OAK ST, LOUISVILLE, KY 40203",72,"331 E OAK ST, LOUISVILLE, KY 40203"
NONSTOP SMOKE SHOP,"982 BARRET AVE, LOUISVILLE, KY 40204, USA",ChIJjxPF6jkNaYgRZ8eGEkzMtro,38.236959299999995,-85.72872090000001,"982 BARRET AVE, LOUISVILLE, KY 40204",74,"982 BARRET AVE, LOUISVILLE, KY 40204"
PUFF PUFF PASS,"1072 BARDSTOWN RD, LOUISVILLE, KY 40204, USA",ChIJIYHfttQMaYgRptUp-bcILmY,38.238343900000004,-85.7215287,"1029 BARDSTOWN RD, UNIT A, 40204",83,"1029 BARDSTOWN RD, UNIT A, 40204"
High 5 Smoke Shop,"796 EASTERN PKWY, LOUISVILLE, KY 40217, USA",ChIJkSf_TSANaYgR3KWguC1Ho5g,38.2143734,-85.7427008,"796 EASTERN PKY, LOUISVILLE, KY 40217",74,"796 EASTERN PKY, LOUISVILLE, KY 40217"
Germantown Smoke & Craft,"1036 GOSS AVE, LOUISVILLE, KY 40217, USA",ChIJ22siz50NaYgRxZnWMMSqKa4,38.226829699999996,-85.73529599999999,"1036 GOSS AVE, LOUISVILLE, KY 40217",73,"1036 GOSS AVE, LOUISVILLE, KY 40217"
Speedway,"1422 POPLAR LEVEL RD, LOUISVILLE, KY 40217, USA",ChIJI3SAxyENaYgRJYqEdATiJx4,38.219464099999996,-85.7290143,"1422 POPLAR LEVEL RD, LOUISVILLE, KY 40217",79,"1422 POPLAR LEVEL RD, LOUISVILLE, KY 40217"
Speedway,"1101 BARDSTOWN RD, LOUISVILLE, KY 40204, USA",ChIJsY7dVdMMaYgRjIJot5rQceY,38.2384409,-85.7203711,"1029 BARDSTOWN RD, UNIT A, 40204",79,"1029 BARDSTOWN RD, UNIT A, 40204"
bp,"1054 BARRET AVE, LOUISVILLE, KY 40204, USA",ChIJPXVtGSANaYgRmmrb8QiW_Fo,38.234937599999995,-85.7272651,"1054 BARRET AVE, LOUISVILLE, KY 40204",75,"1054 BARRET AVE, LOUISVILLE, KY 40204"
Marathon Gas,"1506 S SHELBY ST, LOUISVILLE, KY 40217, USA",ChIJN1g5As5yaYgRXyyIykyuaIU,38.2246362,-85.74262499999999,"1506 S SHELBY ST, LOUISVILLE, KY 40217",76,"1506 S SHELBY ST, LOUISVILLE, KY 40217"
Marathon Gas,"1054 BARRET AVE, LOUISVILLE, KY 40204, USA",ChIJVbTwRioNaYgR0m1fBzAT5OY,38.2349276,-85.7272629,"1054 BARRET AVE, LOUISVILLE, KY 40204",75,"1054 BARRET AVE, LOUISVILLE, KY 40204"
Kroger Fuel Center,"1247 GOSS AVE, LOUISVILLE, KY 40217, USA",ChIJI5GDeSYNaYgRfZcT2TWpFac,38.22523520000001,-85.7311222,"1247 GOSS AVE, LOUISVILLE, KY 40217",73,"1247 GOSS AVE, LOUISVILLE, KY 40217"
